Timestamp;Domain;Type;Group;Server;Status;Latency;Answer_Snippet
2025-12-21 23:34:55;google.com;A;GOOGLE;8.8.8.8;NOERROR;39;172.217.172.14
2025-12-21 23:34:55;google.com;A;GOOGLE;8.8.4.4;NOERROR;31;172.217.162.206
2025-12-21 23:34:55;google.com;A;CLOUDFLARE;1.1.1.1;NOERROR;11;172.217.172.142
2025-12-21 23:34:55;google.com;A;CLOUDFLARE;1.0.0.1;NOERROR;15;172.217.172.142
2025-12-21 23:34:55;google.com;AAAA;GOOGLE;8.8.8.8;NOERROR;35;2800:3f0:4004:811::200e
2025-12-21 23:34:56;google.com;AAAA;GOOGLE;8.8.4.4;NOERROR;39;2800:3f0:4004:80f::200e
2025-12-21 23:34:56;google.com;AAAA;CLOUDFLARE;1.1.1.1;NOERROR;7;2800:3f0:4001:800::200e
2025-12-21 23:34:56;google.com;AAAA;CLOUDFLARE;1.0.0.1;NOERROR;95;2800:3f0:4001:800::200e
2025-12-21 23:34:56;google.com;TXT;GOOGLE;8.8.8.8;NOERROR;91;apple-domain-verification=30afIBcvSuDV2PLX cisco-ci-domain-verification=47c38bc8c4b74b7233e9053220c1
2025-12-21 23:34:56;google.com;TXT;GOOGLE;8.8.4.4;NOERROR;43;apple-domain-verification=30afIBcvSuDV2PLX cisco-ci-domain-verification=47c38bc8c4b74b7233e9053220c1
2025-12-21 23:34:56;google.com;TXT;CLOUDFLARE;1.1.1.1;NOERROR;19;apple-domain-verification=30afIBcvSuDV2PLX cisco-ci-domain-verification=47c38bc8c4b74b7233e9053220c1
2025-12-21 23:34:56;google.com;TXT;CLOUDFLARE;1.0.0.1;NOERROR;15;apple-domain-verification=30afIBcvSuDV2PLX cisco-ci-domain-verification=47c38bc8c4b74b7233e9053220c1
2025-12-21 23:34:56;www.google.com;A;GOOGLE;8.8.8.8;NOERROR;31;142.250.219.36
2025-12-21 23:34:56;www.google.com;A;GOOGLE;8.8.4.4;NOERROR;31;142.250.219.36
2025-12-21 23:34:57;www.google.com;A;CLOUDFLARE;1.1.1.1;NOERROR;91;172.217.30.100
2025-12-21 23:34:57;www.google.com;A;CLOUDFLARE;1.0.0.1;NOERROR;15;172.217.30.100
2025-12-21 23:34:57;www.google.com;AAAA;GOOGLE;8.8.8.8;NOERROR;35;2800:3f0:4004:813::2004
2025-12-21 23:34:57;www.google.com;AAAA;GOOGLE;8.8.4.4;NOERROR;27;2800:3f0:4004:813::2004
2025-12-21 23:34:57;www.google.com;AAAA;CLOUDFLARE;1.1.1.1;NOERROR;91;2800:3f0:4001:847::2004
2025-12-21 23:34:57;www.google.com;AAAA;CLOUDFLARE;1.0.0.1;NOERROR;95;2800:3f0:4001:847::2004
2025-12-21 23:34:58;www.google.com;TXT;GOOGLE;8.8.8.8;NOERROR;91;
2025-12-21 23:34:58;www.google.com;TXT;GOOGLE;8.8.4.4;NOERROR;159;
2025-12-21 23:34:58;www.google.com;TXT;CLOUDFLARE;1.1.1.1;NOERROR;87;
2025-12-21 23:34:58;www.google.com;TXT;CLOUDFLARE;1.0.0.1;NOERROR;19;
2025-12-21 23:34:58;mail.google.com;A;GOOGLE;8.8.8.8;NOERROR;27;142.250.218.229
2025-12-21 23:34:58;mail.google.com;A;GOOGLE;8.8.4.4;NOERROR;35;142.251.132.37
2025-12-21 23:34:58;mail.google.com;A;CLOUDFLARE;1.1.1.1;NOERROR;103;142.250.219.197
2025-12-21 23:34:58;mail.google.com;A;CLOUDFLARE;1.0.0.1;NOERROR;15;142.250.78.101
2025-12-21 23:34:59;mail.google.com;AAAA;GOOGLE;8.8.8.8;NOERROR;39;2800:3f0:4004:80f::2005
2025-12-21 23:34:59;mail.google.com;AAAA;GOOGLE;8.8.4.4;NOERROR;39;2800:3f0:4004:812::2005
2025-12-21 23:34:59;mail.google.com;AAAA;CLOUDFLARE;1.1.1.1;NOERROR;87;2800:3f0:4001:816::2005
2025-12-21 23:34:59;mail.google.com;AAAA;CLOUDFLARE;1.0.0.1;NOERROR;91;2800:3f0:4001:816::2005
2025-12-21 23:34:59;mail.google.com;TXT;GOOGLE;8.8.8.8;NOERROR;39;google-site-verification=PncXpRKRCAlDAdlesTtNFf6k9TvgxgcRfojdaKkEACY
2025-12-21 23:34:59;mail.google.com;TXT;GOOGLE;8.8.4.4;NOERROR;39;google-site-verification=PncXpRKRCAlDAdlesTtNFf6k9TvgxgcRfojdaKkEACY
2025-12-21 23:34:59;mail.google.com;TXT;CLOUDFLARE;1.1.1.1;NOERROR;15;google-site-verification=PncXpRKRCAlDAdlesTtNFf6k9TvgxgcRfojdaKkEACY
2025-12-21 23:34:59;mail.google.com;TXT;CLOUDFLARE;1.0.0.1;NOERROR;15;google-site-verification=PncXpRKRCAlDAdlesTtNFf6k9TvgxgcRfojdaKkEACY
2025-12-21 23:35:00;wikipedia.org;A;QUAD9;9.9.9.9;NOERROR;15;195.200.68.224
2025-12-21 23:35:00;wikipedia.org;A;QUAD9;149.112.112.112;NOERROR;11;195.200.68.224
2025-12-21 23:35:00;wikipedia.org;A;OPENDNS;208.67.222.222;NOERROR;35;195.200.68.224
2025-12-21 23:35:00;wikipedia.org;A;OPENDNS;208.67.220.220;NOERROR;35;195.200.68.224
2025-12-21 23:35:00;wikipedia.org;SOA;QUAD9;9.9.9.9;NOERROR;11;ns0.wikimedia.org. hostmaster.wikimedia.org. 2025120109 43200 7200 1209600 3600
2025-12-21 23:35:00;wikipedia.org;SOA;QUAD9;149.112.112.112;NOERROR;11;ns0.wikimedia.org. hostmaster.wikimedia.org. 2025120109 43200 7200 1209600 3600
2025-12-21 23:35:00;wikipedia.org;SOA;OPENDNS;208.67.222.222;NOERROR;35;ns0.wikimedia.org. hostmaster.wikimedia.org. 2025120109 43200 7200 1209600 3600
2025-12-21 23:35:00;wikipedia.org;SOA;OPENDNS;208.67.220.220;NOERROR;23;ns0.wikimedia.org. hostmaster.wikimedia.org. 2025120109 43200 7200 1209600 3600
2025-12-21 23:35:00;pt.wikipedia.org;A;QUAD9;9.9.9.9;NOERROR;19;195.200.68.224 dyna.wikimedia.org.
2025-12-21 23:35:00;pt.wikipedia.org;A;QUAD9;149.112.112.112;NOERROR;19;195.200.68.224 dyna.wikimedia.org.
2025-12-21 23:35:01;pt.wikipedia.org;A;OPENDNS;208.67.222.222;NOERROR;43;195.200.68.224 dyna.wikimedia.org.
2025-12-21 23:35:01;pt.wikipedia.org;A;OPENDNS;208.67.220.220;NOERROR;43;195.200.68.224 dyna.wikimedia.org.
2025-12-21 23:35:01;pt.wikipedia.org;SOA;QUAD9;9.9.9.9;NOERROR;271;dyna.wikimedia.org. ns0.wikimedia.org. hostmaster.wikimedia.org. 2025120115 43200 7200 1209600 600
2025-12-21 23:35:01;pt.wikipedia.org;SOA;QUAD9;149.112.112.112;NOERROR;15;dyna.wikimedia.org. ns0.wikimedia.org. hostmaster.wikimedia.org. 2025120115 43200 7200 1209600 600
2025-12-21 23:35:01;pt.wikipedia.org;SOA;OPENDNS;208.67.222.222;NOERROR;39;dyna.wikimedia.org. ns0.wikimedia.org. hostmaster.wikimedia.org. 2025120115 43200 7200 1209600 600
2025-12-21 23:35:01;pt.wikipedia.org;SOA;OPENDNS;208.67.220.220;NOERROR;43;dyna.wikimedia.org. ns0.wikimedia.org. hostmaster.wikimedia.org. 2025120115 43200 7200 1209600 600
2025-12-21 23:35:01;en.wikipedia.org;A;QUAD9;9.9.9.9;NOERROR;19;195.200.68.224 dyna.wikimedia.org.
2025-12-21 23:35:02;en.wikipedia.org;A;QUAD9;149.112.112.112;NOERROR;15;195.200.68.224 dyna.wikimedia.org.
2025-12-21 23:35:02;en.wikipedia.org;A;OPENDNS;208.67.222.222;NOERROR;39;195.200.68.224 dyna.wikimedia.org.
2025-12-21 23:35:02;en.wikipedia.org;A;OPENDNS;208.67.220.220;NOERROR;35;195.200.68.224 dyna.wikimedia.org.
2025-12-21 23:35:02;en.wikipedia.org;SOA;QUAD9;9.9.9.9;NOERROR;55;dyna.wikimedia.org. ns0.wikimedia.org. hostmaster.wikimedia.org. 2025120115 43200 7200 1209600 600
2025-12-21 23:35:02;en.wikipedia.org;SOA;QUAD9;149.112.112.112;NOERROR;311;dyna.wikimedia.org. ns0.wikimedia.org. hostmaster.wikimedia.org. 2025120115 43200 7200 1209600 600
2025-12-21 23:35:02;en.wikipedia.org;SOA;OPENDNS;208.67.222.222;NOERROR;31;dyna.wikimedia.org. ns0.wikimedia.org. hostmaster.wikimedia.org. 2025120115 43200 7200 1209600 600
2025-12-21 23:35:02;en.wikipedia.org;SOA;OPENDNS;208.67.220.220;NOERROR;39;dyna.wikimedia.org. ns0.wikimedia.org. hostmaster.wikimedia.org. 2025120115 43200 7200 1209600 600
2025-12-21 23:35:03;cisco.com;MX;OPENDNS;208.67.222.222;NOERROR;63;10 alln-mx-01.cisco.com. 20 rcdn-mx-01.cisco.com. 30 aer-mx-01.cisco.com.
2025-12-21 23:35:03;cisco.com;MX;OPENDNS;208.67.220.220;NOERROR;63;10 alln-mx-01.cisco.com. 20 rcdn-mx-01.cisco.com. 30 aer-mx-01.cisco.com.
2025-12-21 23:35:03;cisco.com;TXT;OPENDNS;208.67.222.222;NOERROR;151;926723159-3188410 airtable-verification=18787f2dc47697bb547e871772aba0be airtable-verification=4114c
2025-12-21 23:35:04;cisco.com;TXT;OPENDNS;208.67.220.220;NOERROR;139;926723159-3188410 airtable-verification=18787f2dc47697bb547e871772aba0be airtable-verification=4114c
2025-12-21 23:35:04;ietf.org;NS;ROOT_SERVERS;198.41.0.4;NOERROR;163;
